Cluster	Canon-4	Canon-6	Canon-7	Canon-8_4008	Canon-10	Canon-12	Canon-14_3060	Canon-15	Canon-17	Canon-19	Canon-21_3053	Canon-23	Canon-25	Canon-27_3073	Canon-29_4003	Canon-31_3040	Canon-33_2027	Canon-34_2033	Canon-35	Canon-36_2024	Canon-38_1004.combined	Canon-40_3036.combined	Canon-42_2026.combined	Canon-43	Canon-44	Canon-45	Canon-46_4035	Canon-48	Canon-49	Canon-50	Canon-52	Canon-54	Canon-56	Canon-57	Canon-58
Roseo_Cluster_1805	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	3	29	21	0	3	2	0	6	8	2	0	0	1	0	0
Roseo_Cluster_1821	4	2	0	0	1	2	4	0	5	1	1	0	0	4	1	0	1	1	0	29	2	7	6	4	0	5	0	3	0	1	1	2	0	2	1
Roseo_Cluster_257	3	1	1	15	3	1	2	1	4	0	5	0	0	1	2	0	1	0	1	8	5	8	3	2	1	2	1	1	2	8	4	1	1	1	0
Roseo_Cluster_317	4	1	0	5	2	3	1	0	8	1	8	2	0	4	1	0	1	1	3	6	9	7	7	2	1	3	0	0	2	4	0	1	1	1	0
Roseo_Cluster_421	4	3	0	3	5	1	2	0	5	0	7	1	0	3	4	0	1	1	2	7	5	10	4	2	2	4	0	3	1	3	0	4	0	2	0
Roseo_Cluster_548	5	1	0	2	3	3	4	0	6	0	3	1	1	6	1	0	1	2	1	16	1	6	2	0	1	2	0	5	0	9	3	3	1	0	0
Roseo_Cluster_1148	3	3	1	9	2	2	2	0	8	1	5	0	0	1	3	1	0	0	1	5	5	6	11	3	0	3	0	2	1	5	3	1	0	1	1
Roseo_Cluster_1387	3	5	0	5	1	0	10	0	11	1	7	1	0	2	3	0	0	3	0	7	3	1	7	1	2	4	1	1	0	3	0	2	1	2	2
Roseo_Cluster_1850	2	0	0	8	8	0	0	0	6	0	4	0	0	0	0	0	0	1	0	15	8	13	6	3	1	2	0	0	2	2	2	3	2	1	0
Roseo_Cluster_75	0	2	2	8	2	0	2	0	4	0	0	1	1	5	4	0	0	1	1	9	8	11	3	0	1	2	0	7	10	0	3	1	0	0	0
Roseo_Cluster_260	3	2	0	18	6	1	1	1	10	1	3	0	0	1	3	0	2	0	1	10	4	3	4	4	1	1	0	1	0	1	4	1	0	0	1
Roseo_Cluster_687	5	2	0	0	4	4	2	0	10	0	2	0	0	1	7	3	1	1	1	11	2	1	6	5	3	1	1	0	0	6	2	2	4	1	0
Roseo_Cluster_1799	5	2	0	4	3	4	1	0	16	1	0	1	0	2	1	0	2	1	0	13	2	8	3	1	1	1	0	5	1	1	3	2	3	1	0
Roseo_Cluster_35	5	0	0	6	1	1	2	1	8	0	2	1	0	2	3	2	1	3	5	7	5	5	7	3	2	2	0	1	2	5	3	0	1	1	0
Roseo_Cluster_265	3	2	0	0	2	0	1	0	1	0	0	0	0	1	1	0	0	1	0	13	1	24	14	2	0	4	1	6	5	1	1	2	0	1	0
Roseo_Cluster_444	1	3	1	10	3	0	1	1	3	0	3	0	0	5	11	0	1	2	0	5	3	7	5	2	0	0	0	3	3	5	3	1	2	2	1
Roseo_Cluster_475	4	3	2	1	1	2	4	0	10	0	4	1	0	8	1	1	0	2	1	8	0	1	4	1	1	1	2	6	1	2	3	4	1	3	4
Roseo_Cluster_58	8	5	0	2	2	3	2	0	9	0	8	0	0	4	5	0	1	1	0	14	1	3	1	1	1	2	0	0	0	3	0	5	0	4	0
Roseo_Cluster_104	2	2	0	5	6	1	1	0	4	0	8	2	0	4	3	0	1	2	0	2	7	6	7	2	1	4	0	4	3	3	0	2	1	2	0
Roseo_Cluster_524	4	6	0	5	7	3	3	0	3	0	5	2	0	2	4	0	1	2	3	4	5	11	1	0	1	0	0	4	1	4	2	1	1	0	0
Roseo_Cluster_1078	5	1	0	4	4	2	3	0	6	0	1	1	0	3	2	1	3	1	1	10	3	6	5	1	2	2	0	5	1	3	2	3	1	2	1
Roseo_Cluster_67	6	3	0	1	1	7	2	0	11	0	5	0	0	1	3	1	0	0	1	8	3	6	1	0	1	1	1	1	1	0	2	10	4	2	1
Roseo_Cluster_710	7	2	0	3	1	3	1	0	11	1	3	3	0	3	1	1	0	1	3	8	2	3	3	4	2	1	1	0	2	1	3	5	3	2	0
Roseo_Cluster_867	10	2	0	1	1	8	2	0	6	1	4	0	0	1	0	3	0	6	3	4	0	0	4	2	0	4	1	5	1	2	3	2	5	3	0
Roseo_Cluster_1463	2	1	1	4	6	3	0	0	5	0	6	0	0	0	6	0	0	1	0	6	5	17	6	1	1	1	0	2	4	3	0	2	0	0	1
Roseo_Cluster_1471	5	1	0	6	8	3	0	0	6	1	7	0	0	4	5	0	0	1	0	6	3	7	2	1	5	0	0	1	1	8	0	1	1	0	1
Roseo_Cluster_282	1	2	0	6	7	1	1	0	8	0	3	1	0	2	4	1	2	0	1	2	8	9	7	1	3	0	3	3	2	1	0	3	0	1	0
Roseo_Cluster_1375	0	1	0	4	5	0	5	0	6	0	8	0	0	1	3	0	3	0	0	7	6	8	7	1	0	4	0	1	2	6	2	1	0	2	0
Roseo_Cluster_1781	4	6	0	1	2	2	2	0	8	1	1	1	0	4	1	1	0	1	2	13	4	8	4	0	1	1	2	1	1	3	1	3	0	4	0
Roseo_Cluster_57	2	3	2	7	2	4	2	0	5	0	2	1	0	4	3	1	1	2	0	8	2	1	3	3	1	2	0	3	1	5	3	3	0	6	0
Roseo_Cluster_62	3	2	0	7	0	6	0	0	5	0	5	1	0	5	7	0	1	1	2	2	5	4	5	2	0	2	1	4	1	3	1	3	1	1	2
Roseo_Cluster_163	3	1	0	0	1	1	3	0	11	0	2	1	0	9	5	4	1	0	1	11	0	4	3	5	0	1	0	3	3	3	0	2	1	2	1
Roseo_Cluster_373	2	0	0	3	9	2	2	0	7	0	13	0	0	8	4	0	0	1	1	2	0	5	4	1	3	1	0	1	1	4	2	2	1	1	2
Roseo_Cluster_537	4	2	0	2	2	2	1	0	6	1	10	1	0	2	2	1	0	2	1	8	2	3	6	2	0	3	1	2	4	4	3	2	3	0	0
Roseo_Cluster_775	6	2	0	0	1	2	6	0	26	2	1	0	0	2	2	1	3	3	3	6	1	3	1	0	0	1	0	0	0	0	0	5	2	2	1
Roseo_Cluster_983	8	1	0	6	7	1	0	0	7	0	2	0	0	1	8	0	1	0	0	10	4	2	3	1	2	1	1	6	1	3	1	1	3	0	1
Roseo_Cluster_31	4	5	0	3	3	2	5	0	4	2	5	0	0	6	2	0	0	2	0	4	0	1	7	2	0	5	1	3	1	5	1	5	1	2	0
Roseo_Cluster_193	2	4	0	1	5	4	1	0	10	0	4	0	0	1	1	0	1	1	1	7	5	10	5	3	0	4	0	0	1	2	1	4	2	1	0
Roseo_Cluster_977	4	3	0	2	4	1	1	0	6	2	9	1	0	2	1	0	0	2	2	7	4	9	5	1	3	0	0	0	4	5	1	1	0	1	0
Roseo_Cluster_18	1	3	0	1	3	0	1	2	6	1	4	0	0	1	1	2	1	7	0	9	4	5	11	3	0	2	0	2	4	0	2	1	2	1	0
Roseo_Cluster_262	2	1	0	4	6	3	0	0	11	0	5	1	1	3	3	0	1	3	0	7	4	3	9	0	1	1	1	2	1	3	1	1	1	0	1
Roseo_Cluster_526	3	1	1	2	3	2	3	0	4	0	3	2	0	1	4	0	0	1	2	15	3	4	3	3	0	4	0	3	0	6	3	1	1	1	1
Roseo_Cluster_578	3	2	0	3	7	1	2	1	6	1	4	3	0	2	3	0	0	3	1	5	4	6	2	3	1	3	0	0	6	3	0	4	0	1	0
Roseo_Cluster_852	6	3	1	1	3	3	4	1	10	0	4	1	0	4	5	0	1	1	0	10	0	2	5	3	1	0	0	0	3	3	3	0	1	1	0
Roseo_Cluster_980	7	2	0	3	3	3	2	0	9	0	6	0	0	2	7	1	0	3	4	4	1	1	4	2	0	1	2	1	1	5	3	2	0	0	1
Roseo_Cluster_1302	3	6	2	3	1	1	3	0	7	0	4	1	0	2	5	1	0	1	0	5	6	7	3	1	2	0	0	4	2	1	3	3	1	1	1
Roseo_Cluster_1688	2	0	0	0	3	1	4	0	3	0	2	1	0	0	1	0	0	0	0	10	4	23	11	3	3	0	0	2	3	1	1	2	0	0	0
Roseo_Cluster_95	7	2	0	2	2	6	2	0	9	0	3	0	0	3	3	0	0	3	2	3	1	0	8	4	1	0	0	5	1	3	2	4	1	2	0
Roseo_Cluster_155	5	2	0	2	2	3	2	0	5	1	9	0	1	5	5	2	0	2	0	5	1	3	3	1	1	1	1	3	4	2	0	2	1	3	2
Roseo_Cluster_288	5	1	0	6	2	5	4	0	5	0	4	0	0	0	1	0	0	1	1	10	2	2	6	3	2	1	0	1	2	6	2	2	3	2	0
Roseo_Cluster_407	1	4	0	9	2	0	1	0	6	1	6	1	0	1	8	1	0	2	0	12	0	1	4	0	1	0	1	2	2	7	1	2	0	3	0
Roseo_Cluster_437	2	4	0	0	2	4	2	0	6	1	2	1	1	4	4	0	0	1	2	7	2	6	4	2	0	0	1	2	1	3	7	6	0	2	0
Roseo_Cluster_615	9	0	0	0	2	2	4	0	5	0	5	0	0	1	1	1	0	3	2	10	1	1	9	0	0	3	0	2	2	6	4	4	1	0	1
Roseo_Cluster_368	2	1	1	6	3	0	4	0	8	0	4	2	0	4	4	0	1	1	0	5	2	7	4	1	1	2	0	5	2	6	1	0	1	0	0
Roseo_Cluster_404	4	2	0	10	6	1	0	0	5	0	9	0	0	4	6	1	0	0	0	4	4	1	3	0	1	2	0	2	0	6	4	0	0	2	1
Roseo_Cluster_250	1	2	0	7	1	1	2	0	5	0	6	1	0	2	6	0	1	1	4	8	5	10	1	1	1	1	0	0	2	3	2	1	0	2	0
Roseo_Cluster_609	3	7	1	5	1	4	2	0	6	0	4	0	0	2	5	0	1	2	0	7	3	5	2	1	0	1	0	1	5	3	3	2	0	0	1
Roseo_Cluster_814	4	2	2	5	3	0	2	0	6	0	5	1	0	1	1	0	2	3	1	6	4	5	4	2	1	1	0	2	1	6	2	1	2	2	0
Roseo_Cluster_251	7	3	1	2	4	3	1	0	8	0	5	0	0	1	3	1	0	2	3	6	2	4	4	1	1	1	1	1	1	1	4	3	0	1	1
Roseo_Cluster_287	4	3	0	4	4	3	1	0	9	0	3	0	0	0	1	0	1	1	1	15	3	6	3	2	3	3	0	0	0	2	1	2	1	0	0
Roseo_Cluster_534	3	1	0	3	4	1	0	0	6	0	4	1	0	3	2	2	1	0	0	8	4	7	5	3	1	3	0	2	1	5	2	3	0	1	0
Roseo_Cluster_753	2	3	0	5	3	0	2	0	4	0	4	0	0	3	8	1	1	1	0	5	2	10	7	0	0	1	0	2	5	3	2	1	0	1	0
Roseo_Cluster_860	5	1	0	2	5	1	3	1	5	0	5	1	0	2	7	1	1	1	1	6	2	7	3	0	1	1	0	2	2	4	2	1	1	2	0
Roseo_Cluster_86	3	5	0	0	3	5	5	0	6	0	5	5	0	0	4	1	1	0	2	2	1	6	4	0	0	1	1	1	0	4	2	3	0	4	1
Roseo_Cluster_506	8	5	0	2	1	5	1	0	2	1	5	0	0	1	1	0	1	1	3	10	0	6	6	1	1	1	0	2	1	3	2	2	2	1	0
Roseo_Cluster_24	7	3	0	5	2	3	2	0	10	0	4	0	0	1	0	1	0	3	1	9	5	4	5	1	2	0	0	1	1	1	1	2	0	0	0
Roseo_Cluster_170	2	0	0	2	3	4	0	0	9	3	4	1	0	1	5	0	0	0	1	6	5	5	4	2	2	1	0	1	6	2	0	1	2	2	0
Roseo_Cluster_323	4	1	1	4	4	1	4	0	10	0	4	0	0	3	2	0	0	3	2	3	5	4	2	0	0	2	0	2	0	5	2	1	4	0	1
Roseo_Cluster_617	5	5	0	1	4	2	3	1	2	0	2	2	0	0	2	0	3	3	0	12	0	2	5	1	0	1	0	1	0	4	4	6	2	1	0
Roseo_Cluster_1014	0	1	0	0	3	1	1	0	10	0	7	1	0	4	4	0	2	3	0	5	7	4	6	0	3	0	1	1	1	5	1	2	0	0	1
Roseo_Cluster_1334	2	0	0	8	3	0	2	0	16	0	6	4	0	1	0	1	0	0	0	5	4	7	1	4	1	1	0	2	1	2	1	0	0	2	0
Roseo_Cluster_20	2	1	0	1	2	0	2	0	6	1	4	4	0	2	5	0	1	0	2	8	3	4	2	1	1	1	0	2	1	2	3	5	2	4	1
Roseo_Cluster_123	4	0	0	4	0	4	4	0	12	0	4	0	0	5	4	0	0	2	1	8	3	1	2	2	1	1	0	1	2	2	2	0	2	2	0
Roseo_Cluster_178	3	0	1	4	2	2	0	0	6	0	3	1	0	4	2	0	1	3	2	15	1	2	7	1	0	0	1	0	1	2	3	2	3	0	1
Roseo_Cluster_908	1	3	1	8	2	0	1	0	8	0	4	1	0	6	5	1	0	1	2	4	6	7	0	1	0	0	0	2	2	4	2	0	0	1	0
Roseo_Cluster_911	2	1	0	4	3	1	4	0	7	0	10	1	0	7	7	0	0	0	1	2	1	5	2	1	1	1	0	3	2	6	0	1	0	0	0
Roseo_Cluster_1307	5	4	0	2	1	6	3	0	7	0	1	0	0	1	1	0	1	3	1	7	1	8	5	0	1	4	0	4	0	3	0	1	0	2	1
Roseo_Cluster_1467	2	4	0	7	3	2	2	0	3	0	5	1	0	0	4	1	1	0	2	9	6	7	2	1	0	0	0	2	0	3	4	0	2	0	0
Roseo_Cluster_181	3	1	0	4	2	1	2	1	9	0	4	0	0	8	12	0	0	1	0	0	0	5	2	0	0	0	0	3	3	6	1	1	1	2	0
Roseo_Cluster_487	3	1	0	8	10	0	0	0	2	0	5	1	0	3	0	0	0	0	1	4	7	5	3	0	0	3	1	4	1	4	1	2	3	0	0
Roseo_Cluster_554	5	2	0	0	1	1	0	0	5	1	5	0	0	3	3	1	0	3	2	7	3	1	3	2	0	0	0	5	4	4	1	3	2	4	1
Roseo_Cluster_717	2	1	0	3	6	3	1	1	7	0	2	0	0	4	5	1	0	1	1	9	2	8	3	1	0	0	0	3	2	2	1	1	1	0	1
Roseo_Cluster_56	8	1	0	4	0	3	4	0	8	0	4	0	1	2	5	0	0	2	0	8	0	2	3	1	1	1	0	2	0	2	5	1	1	1	1
Roseo_Cluster_111	7	1	0	3	1	3	3	0	6	0	2	1	0	1	1	0	3	3	0	5	1	4	4	4	0	3	0	2	1	4	1	1	2	4	0
Roseo_Cluster_403	2	1	0	2	4	0	1	0	2	0	8	1	0	2	11	1	0	3	1	4	5	4	2	2	0	0	1	2	3	6	1	0	0	2	0
Roseo_Cluster_679	2	0	0	2	3	1	1	0	8	0	1	2	0	2	7	0	0	3	2	5	4	11	5	2	2	3	1	0	0	0	1	1	1	1	0
Roseo_Cluster_970	3	1	0	2	3	2	2	1	9	0	3	1	0	2	2	0	0	2	0	7	2	5	5	2	2	3	0	2	1	4	1	0	1	1	2
Roseo_Cluster_982	4	1	0	4	2	1	2	0	7	1	5	0	0	2	2	1	0	3	1	4	3	6	1	1	1	5	0	2	0	3	4	2	1	2	0
Roseo_Cluster_1112	0	0	0	1	0	1	2	0	4	0	2	1	0	7	4	0	0	0	0	3	13	20	2	0	1	0	0	2	3	2	0	0	1	1	1
Roseo_Cluster_322	3	3	0	5	1	1	2	0	10	0	6	2	0	2	2	1	0	0	0	4	2	3	2	0	1	2	2	1	1	7	3	2	0	2	0
Roseo_Cluster_613	2	3	0	4	2	5	0	0	5	0	1	0	0	0	1	1	0	1	0	9	5	12	3	1	1	2	0	3	2	1	1	2	2	1	0
Roseo_Cluster_755	3	2	1	6	8	3	1	0	6	0	3	0	0	5	1	0	2	0	0	3	2	2	7	0	0	1	0	2	2	4	1	1	2	2	0
Roseo_Cluster_836	6	3	0	2	2	1	2	0	2	0	3	0	0	1	1	1	0	2	0	8	6	6	4	2	0	1	0	6	1	3	1	4	1	1	0
Roseo_Cluster_961	7	0	2	1	3	0	4	0	5	0	6	2	1	1	1	1	0	1	0	5	1	7	7	2	5	0	0	1	3	3	0	0	1	0	0
Roseo_Cluster_83	3	3	0	1	2	4	2	0	6	1	1	0	0	1	2	0	1	3	1	5	1	2	4	1	1	3	0	1	1	5	3	5	1	3	2
Roseo_Cluster_192	3	1	0	1	5	0	1	0	13	1	6	1	0	2	2	0	0	3	1	3	3	6	3	2	1	2	0	2	0	3	0	1	1	2	0
Roseo_Cluster_516	2	4	0	7	1	0	1	0	5	0	7	2	0	2	1	0	0	2	0	6	4	5	5	0	0	2	1	1	2	2	3	4	0	0	0
Roseo_Cluster_533	2	0	0	5	5	3	2	0	12	0	6	0	0	0	6	1	0	0	1	1	3	6	4	1	0	1	0	0	3	2	0	3	1	1	0
Roseo_Cluster_568	5	2	0	3	0	3	0	0	1	0	2	1	0	3	0	0	0	2	3	2	5	5	3	2	3	3	0	5	4	8	0	0	2	1	1
Roseo_Cluster_757	4	0	0	4	1	3	1	0	6	0	1	2	0	1	3	0	0	1	1	11	1	5	0	1	0	3	0	5	4	2	1	3	1	4	0
Roseo_Cluster_758	0	0	0	4	2	1	1	0	10	0	1	2	0	7	5	0	0	0	1	5	7	7	3	1	0	1	0	3	2	2	1	2	0	1	0
Roseo_Cluster_818	7	1	0	1	1	3	2	0	3	0	3	0	0	2	0	0	0	2	1	4	6	7	4	2	0	1	0	6	5	2	1	0	2	3	0
Roseo_Cluster_878	4	3	0	0	4	2	0	0	6	1	5	0	0	5	8	0	1	1	0	1	2	3	3	1	1	0	0	4	2	8	1	2	0	0	1
Roseo_Cluster_1482	0	2	0	12	2	2	0	0	1	0	7	0	0	4	2	3	1	3	0	9	4	1	5	0	1	1	0	0	3	0	0	3	1	2	0
Roseo_Cluster_1731	6	2	2	0	2	0	1	1	5	1	2	2	0	0	3	1	0	4	1	16	5	4	3	1	0	0	1	0	0	3	1	0	0	0	2
Roseo_Cluster_278	2	5	0	0	4	2	1	0	9	0	3	0	0	2	0	0	2	1	3	6	3	5	7	0	0	2	0	5	4	0	0	1	0	1	0
Roseo_Cluster_390	2	0	0	4	1	0	2	0	7	0	8	1	0	1	2	0	0	0	0	5	4	4	8	2	1	2	1	3	2	3	0	1	4	0	0
Roseo_Cluster_616	4	4	0	0	1	4	3	0	6	1	1	0	0	1	3	0	1	1	1	7	0	4	5	2	0	1	1	0	3	4	3	3	4	0	0
Roseo_Cluster_690	2	3	1	6	2	1	0	1	3	0	2	0	0	4	3	0	1	0	0	9	2	7	4	2	2	1	0	3	1	4	0	2	0	0	2
Roseo_Cluster_842	4	1	0	5	1	2	1	0	7	0	3	2	0	2	4	1	0	4	0	4	7	3	5	1	0	2	1	2	3	2	0	0	0	0	1
Roseo_Cluster_1069	5	1	0	2	3	1	1	0	2	3	0	1	0	1	1	0	1	1	1	3	7	10	9	0	0	2	2	0	5	3	0	0	3	0	0
Roseo_Cluster_1221	2	1	0	6	5	1	1	0	10	0	3	1	0	3	4	0	0	1	0	1	6	8	1	1	1	1	0	1	0	6	2	1	0	0	1
Roseo_Cluster_139	8	3	0	1	1	3	7	1	5	0	1	0	0	3	3	0	0	4	1	8	0	1	2	1	0	2	0	1	1	1	4	2	1	2	0
Roseo_Cluster_269	1	6	0	5	7	0	0	0	8	0	7	1	0	1	0	0	0	0	0	1	4	3	7	2	8	0	0	1	0	2	3	0	0	0	0
Roseo_Cluster_303	2	3	1	1	4	3	3	0	3	0	0	0	0	2	0	1	1	1	2	8	3	6	3	0	1	1	0	1	2	2	2	4	5	1	1
Roseo_Cluster_504	3	2	0	2	0	4	1	0	8	1	3	2	1	3	1	0	0	0	1	10	1	4	7	0	0	1	0	4	3	0	0	1	0	3	1
Roseo_Cluster_563	2	2	1	4	1	2	2	0	7	0	3	0	0	4	1	1	1	0	2	5	1	3	0	0	0	2	1	6	1	7	1	1	2	4	0
Roseo_Cluster_800	4	2	0	2	3	2	3	0	3	0	9	1	0	3	2	0	0	1	0	6	1	2	4	4	3	1	0	2	1	5	0	1	0	2	0
Roseo_Cluster_1663	5	2	0	3	8	0	0	0	8	0	5	0	0	2	0	1	0	1	0	4	6	6	5	1	2	0	0	2	0	2	1	1	1	0	1
Roseo_Cluster_1757	1	2	0	5	10	1	1	0	2	0	3	0	0	3	2	0	0	2	0	5	8	5	2	1	3	1	0	0	2	3	0	1	4	0	0
Roseo_Cluster_1982	3	1	0	10	4	2	1	0	0	1	4	0	0	0	0	0	0	0	2	4	5	10	3	1	1	1	2	1	2	3	0	1	3	2	0
Roseo_Cluster_727	3	1	0	1	2	1	2	0	3	0	3	2	0	1	3	0	0	0	0	10	2	0	8	1	1	1	0	1	2	7	2	2	4	0	3
Roseo_Cluster_864	3	5	0	1	3	0	3	0	8	0	2	1	0	0	4	4	1	0	0	2	1	0	7	4	0	1	0	1	1	2	2	5	1	4	0
Roseo_Cluster_895	2	3	0	7	6	1	2	0	1	0	4	0	0	3	3	0	0	1	0	6	6	4	1	1	2	2	0	1	1	2	1	1	1	3	1
Roseo_Cluster_1027	0	0	0	7	1	0	1	0	4	0	1	0	0	3	3	0	0	0	0	5	14	16	3	2	0	0	0	0	2	3	0	0	0	1	0
Roseo_Cluster_1480	2	1	0	5	3	3	4	0	7	0	2	0	0	3	2	0	0	1	0	8	4	2	2	1	1	0	0	3	4	0	3	2	2	1	0
Roseo_Cluster_13	0	4	0	1	2	2	3	0	6	0	5	2	1	1	2	2	0	1	3	7	1	4	3	0	1	3	0	2	2	0	2	3	2	0	0
Roseo_Cluster_82	2	0	0	6	1	0	0	0	4	1	7	3	1	2	2	1	0	1	0	1	2	6	4	3	0	2	0	5	4	0	2	1	2	2	0
Roseo_Cluster_424	7	7	0	2	1	1	4	0	7	1	2	0	0	4	6	0	1	1	0	1	0	1	0	1	0	0	0	4	2	5	1	2	1	1	2
Roseo_Cluster_801	2	0	0	5	8	1	1	0	3	0	10	1	0	0	2	0	0	0	1	1	1	1	4	3	1	3	0	4	1	2	3	3	3	0	1
Roseo_Cluster_869	3	1	0	1	0	4	2	0	6	0	4	1	0	2	6	0	0	0	0	5	1	5	5	4	0	0	1	3	1	1	0	3	2	3	1
Roseo_Cluster_1104	2	2	0	1	3	2	2	0	7	0	2	2	1	1	3	2	0	0	0	5	2	8	3	1	0	1	0	2	3	5	1	0	0	3	1
Roseo_Cluster_32	2	2	0	1	2	0	0	1	4	0	5	3	0	6	4	0	1	3	1	6	4	5	0	3	0	0	0	1	1	4	0	2	1	1	1
Roseo_Cluster_223	5	3	2	0	3	2	4	0	7	0	3	1	0	1	2	0	0	0	0	8	3	3	3	1	2	3	0	0	1	1	2	0	0	4	0
Roseo_Cluster_376	5	3	0	3	5	2	0	0	7	0	5	1	0	3	5	0	0	0	1	0	2	3	3	2	0	2	0	2	2	4	1	1	0	0	2
Roseo_Cluster_509	6	1	0	5	1	1	2	0	5	1	4	2	0	3	4	1	0	2	0	4	2	5	3	0	2	0	0	2	1	3	1	1	1	1	0
Roseo_Cluster_877	4	2	0	3	2	1	2	0	3	0	5	0	1	4	5	0	0	2	1	6	4	5	1	2	0	1	0	1	1	1	0	4	1	2	0
Roseo_Cluster_1006	3	1	1	2	0	4	1	0	5	0	1	0	0	3	4	0	0	0	2	7	2	7	4	0	1	1	0	2	2	4	0	2	2	3	0
Roseo_Cluster_1052	5	2	0	3	3	1	4	0	5	2	1	0	0	2	1	0	0	0	2	6	3	4	5	5	1	0	0	1	2	2	2	2	0	0	0
Roseo_Cluster_1408	4	3	0	3	1	1	1	0	7	0	2	1	0	1	3	2	1	1	1	8	4	2	3	2	0	3	0	2	0	0	2	2	1	3	0
Roseo_Cluster_1478	3	1	0	3	3	5	2	0	6	0	2	1	0	2	1	2	1	3	1	4	1	4	3	2	1	2	1	2	0	5	0	2	0	0	1
Roseo_Cluster_1923	6	1	2	1	1	2	1	0	7	0	1	0	0	4	0	0	0	2	0	13	2	3	9	1	0	1	1	3	0	0	0	2	0	1	0
Roseo_Cluster_211	4	4	0	1	4	1	3	2	2	1	4	1	0	3	2	0	0	1	0	3	1	6	3	3	1	1	0	2	4	2	0	3	0	1	0
Roseo_Cluster_780	1	1	0	0	3	2	2	0	3	0	2	0	0	4	1	2	3	1	0	3	3	5	5	0	1	4	0	1	0	4	4	4	2	2	0
Roseo_Cluster_1002	5	3	0	1	0	2	4	0	4	1	2	0	0	0	2	0	0	0	2	9	2	5	3	2	1	2	0	1	0	1	0	8	1	2	0
Roseo_Cluster_1079	1	1	0	2	3	0	0	0	2	0	12	0	0	2	2	0	0	0	0	2	3	3	3	1	2	3	0	1	4	10	1	3	0	0	2
Roseo_Cluster_1364	5	2	0	4	1	1	1	0	3	0	0	0	0	0	4	1	0	0	2	5	5	5	5	0	0	1	0	5	0	9	0	2	0	1	1
Roseo_Cluster_1412	0	3	1	4	7	0	2	0	0	0	5	0	0	1	6	0	1	1	2	8	2	7	2	1	0	2	0	2	1	3	1	0	0	1	0
Roseo_Cluster_304	3	0	0	3	2	0	1	1	2	1	2	0	0	2	1	0	0	2	0	6	6	8	4	0	1	1	0	0	1	4	1	5	2	3	0
Roseo_Cluster_673	0	1	0	6	5	1	2	0	9	0	4	0	0	0	2	0	0	0	0	5	3	4	5	0	0	0	0	2	2	3	2	1	1	4	0
Roseo_Cluster_1010	1	1	0	4	1	0	1	0	5	1	5	0	0	0	3	2	0	3	1	7	2	4	7	1	0	0	0	2	0	3	0	5	2	1	0
Roseo_Cluster_1063	3	1	0	0	4	1	0	0	3	0	3	0	0	1	1	1	0	2	2	5	1	2	6	0	0	3	1	2	6	10	2	1	0	1	0
Roseo_Cluster_1455	1	2	0	10	3	0	0	0	2	0	6	0	0	2	3	0	0	0	0	3	2	8	5	0	0	0	0	4	4	4	0	2	0	1	0
Roseo_Cluster_1778	2	0	0	4	4	4	0	0	12	0	4	0	0	3	2	0	1	0	0	5	3	4	6	1	0	3	0	2	0	1	0	0	0	1	0
Roseo_Cluster_1948	1	4	2	0	2	1	1	0	5	0	0	0	0	1	1	0	0	0	2	8	6	4	6	1	1	0	1	3	4	2	0	2	2	2	0
Roseo_Cluster_73	5	1	1	7	1	1	0	0	7	0	4	0	0	1	1	0	0	0	1	10	2	4	1	1	0	0	0	0	0	2	3	4	2	2	0
Roseo_Cluster_752	2	1	0	3	4	2	1	0	6	0	0	1	0	1	2	0	0	0	0	4	4	6	3	3	0	1	1	3	3	5	1	3	0	0	1
Roseo_Cluster_756	4	2	0	4	1	3	2	0	4	0	1	1	0	1	2	2	0	2	2	5	1	4	3	1	0	1	0	2	1	3	1	5	2	1	0
Roseo_Cluster_765	3	0	0	3	5	0	1	0	8	1	5	1	0	1	1	1	0	2	0	5	4	4	5	1	0	0	0	2	2	2	1	1	1	1	0
Roseo_Cluster_899	1	4	0	4	4	2	1	0	3	0	5	1	0	1	1	0	1	0	2	3	2	6	3	0	0	1	0	1	1	6	3	3	1	1	0
Roseo_Cluster_1242	3	3	0	2	2	0	1	0	6	0	2	1	0	1	5	0	0	2	0	5	5	0	5	2	0	0	0	4	0	5	3	1	0	3	0
Roseo_Cluster_1276	7	1	0	1	1	1	2	0	8	0	1	0	0	0	0	0	1	2	0	3	4	2	5	0	1	2	0	2	2	5	2	3	2	2	1
Roseo_Cluster_1425	0	0	0	3	0	0	0	0	6	0	0	1	0	0	6	1	0	0	0	38	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0
Roseo_Cluster_114	4	1	0	3	0	1	2	1	2	0	1	1	0	2	1	2	2	3	2	6	2	1	5	1	1	1	1	2	2	3	1	3	0	2	1
Roseo_Cluster_500	3	1	0	4	1	6	2	0	6	0	2	0	0	2	2	0	0	0	0	3	7	0	4	0	0	0	0	1	2	3	2	4	3	2	0
Roseo_Cluster_513	2	1	1	3	3	2	1	1	3	0	6	0	0	0	3	0	1	0	1	6	3	2	4	2	0	1	0	1	2	4	0	2	1	2	2
