Cluster	Canon-4	Canon-6	Canon-7	Canon-8_4008	Canon-10	Canon-12	Canon-14_3060	Canon-15	Canon-17	Canon-19	Canon-21_3053	Canon-23	Canon-25	Canon-27_3073	Canon-29_4003	Canon-31_3040	Canon-33_2027	Canon-34_2033	Canon-35	Canon-36_2024	Canon-38_1004.combined	Canon-40_3036.combined	Canon-42_2026.combined	Canon-43	Canon-44	Canon-45	Canon-46_4035	Canon-48	Canon-49	Canon-50	Canon-52	Canon-54	Canon-56	Canon-57	Canon-58
Arctic_Cluster_653	1	0	0	0	1	1	1	0	2	0	2	0	0	0	0	0	0	2	0	2	1	2	2	0	1	1	0	1	2	1	2	3	2	3	0
Arctic_Cluster_978	3	1	0	0	2	1	0	0	2	1	2	1	0	1	0	0	1	0	1	1	1	1	2	0	1	3	0	1	0	1	2	2	1	0	1
Arctic_Cluster_1272	0	1	0	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1	2	1	0	1	6	0	3	5	0	1	2	0	0	0
Arctic_Cluster_1307	1	0	0	0	0	0	0	0	6	0	2	0	0	3	1	0	0	0	1	3	0	3	0	0	0	2	0	1	0	0	2	5	3	0	0
Arctic_Cluster_1328	0	1	0	0	2	0	1	0	7	0	0	0	0	1	0	0	1	0	0	1	4	2	2	0	1	1	0	1	2	1	1	1	0	0	3
Arctic_Cluster_1368	1	1	0	1	0	0	0	0	4	0	1	0	0	1	0	0	1	2	0	0	0	4	2	0	2	0	0	4	3	0	2	3	0	1	0
Arctic_Cluster_1371	0	0	0	1	1	1	0	0	0	0	0	0	0	0	3	0	1	0	0	3	3	3	2	0	0	3	0	1	3	2	1	1	2	1	1
Arctic_Cluster_1526	2	1	0	0	1	1	3	0	1	0	2	1	0	0	0	0	1	0	1	0	2	4	1	0	0	2	1	2	1	2	2	0	0	2	0
Arctic_Cluster_86	2	0	0	0	1	1	0	0	2	0	1	2	0	3	1	1	1	0	0	1	1	1	2	2	0	1	0	1	1	1	0	1	3	2	0
Arctic_Cluster_151	2	1	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	1	1	3	3	1	1	4	0	0	5	1	0	0	1	3	0	1
Arctic_Cluster_182	4	1	0	0	5	1	1	0	2	0	1	0	0	1	1	0	1	0	1	0	0	2	3	1	0	0	0	1	0	0	2	4	0	0	0
Arctic_Cluster_276	0	2	0	0	1	0	0	0	3	0	2	0	0	1	0	0	1	1	1	2	2	3	3	0	0	1	1	0	1	1	1	2	3	0	0
Arctic_Cluster_313	2	1	0	0	3	1	0	0	4	0	0	0	0	1	0	0	1	0	0	1	0	3	0	0	3	1	0	3	4	1	0	2	0	0	1
Arctic_Cluster_368	1	1	0	1	1	0	1	0	7	0	1	0	0	0	0	0	1	2	1	1	1	3	3	0	0	1	1	0	0	1	2	1	1	0	0
Arctic_Cluster_423	1	0	0	1	1	2	0	0	2	0	1	0	0	0	1	1	0	0	0	1	2	5	2	0	1	1	1	1	4	1	1	0	1	1	0
Arctic_Cluster_450	1	1	0	0	3	1	0	0	7	1	1	1	0	2	0	0	1	0	3	0	0	4	1	0	1	0	0	1	2	0	1	0	0	0	0
Arctic_Cluster_620	1	0	0	0	0	0	0	0	2	0	1	0	0	2	1	0	0	0	0	2	4	2	0	0	0	0	0	1	5	0	1	6	3	0	1
Arctic_Cluster_1035	2	0	0	0	0	0	0	0	8	0	1	2	0	0	0	0	0	1	0	0	1	2	2	3	1	2	0	2	2	0	0	2	0	1	0
Arctic_Cluster_1113	1	0	0	0	1	1	2	0	1	0	0	2	0	0	0	0	0	0	2	1	4	5	1	0	0	3	0	4	1	2	0	0	0	1	0
Arctic_Cluster_1126	0	2	0	1	0	1	0	0	0	0	3	1	0	3	0	0	1	0	0	1	1	7	5	0	1	1	0	1	2	0	0	0	1	0	0
Arctic_Cluster_1312	2	0	0	0	1	0	0	0	1	0	2	1	0	2	0	0	2	0	2	0	3	4	0	0	1	0	0	0	2	0	2	3	2	2	0
Arctic_Cluster_1425	1	2	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	1	0	2	3	3	3	0	3	4	0	1	1	2	0	1	1	0	0
Arctic_Cluster_1463	3	0	0	0	1	1	1	0	2	0	0	0	0	3	0	0	0	0	4	0	0	2	2	0	0	3	0	3	0	0	0	2	4	1	0
Arctic_Cluster_1545	1	0	0	0	1	0	0	0	1	0	3	0	0	1	1	0	0	0	0	0	6	1	5	0	2	2	0	1	2	1	3	0	1	0	0
Arctic_Cluster_1643	0	1	0	1	2	1	0	0	5	1	2	0	0	1	1	0	0	0	0	1	2	0	3	0	1	1	0	1	1	3	1	0	1	1	1
Arctic_Cluster_24	2	0	0	0	1	0	0	0	3	0	1	1	0	1	0	0	1	0	0	1	1	2	1	0	3	2	1	1	3	3	0	0	1	2	0
Arctic_Cluster_124	1	0	1	0	1	0	1	0	3	0	0	0	0	0	0	1	1	1	0	3	1	1	2	0	0	0	0	3	1	2	1	4	2	1	0
Arctic_Cluster_291	1	2	0	1	1	0	1	0	6	0	1	0	0	1	0	0	0	1	1	0	2	2	0	0	1	3	1	0	1	1	2	0	1	1	0
Arctic_Cluster_384	2	1	0	0	1	1	0	0	3	0	0	2	0	0	0	0	0	3	0	2	0	1	3	0	2	1	0	0	1	0	2	5	1	0	0
Arctic_Cluster_431	1	1	0	0	3	0	0	0	2	0	0	1	0	2	0	1	1	0	0	0	1	5	3	0	0	2	0	2	1	0	1	0	2	2	0
Arctic_Cluster_535	3	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	3	1	3	6	0	1	0	0	0	1	2	0	0	1	2	2	0	1
Arctic_Cluster_541	1	2	0	0	1	2	1	0	6	0	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	2	0	1	3	0	0	0	4	0	0
Arctic_Cluster_631	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	1	1	1	1	5	2	3	0	0	1	0	0	1	2	3	3	2	0	1
Arctic_Cluster_695	0	2	0	2	0	3	0	0	1	0	1	0	0	1	1	0	0	0	0	0	6	2	3	0	4	1	0	1	1	1	0	0	1	0	0
Arctic_Cluster_750	2	1	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	1	1	2	2	4	2	0	0	1	0	1	0	1	0	2	2	5	0
Arctic_Cluster_768	4	0	0	1	1	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	1	3	7	0	0	1	0	1	0	1	3	0	2	1	0
Arctic_Cluster_822	1	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	4	0	2	3	1	2	0	1	2	0	1	1	1	3	0	2	1	2
Arctic_Cluster_947	1	0	0	0	1	0	1	0	2	0	2	0	0	0	0	2	1	1	0	0	3	1	1	0	5	3	0	3	0	1	1	2	0	0	0
Arctic_Cluster_1063	0	0	0	0	2	2	1	0	1	0	1	0	0	0	0	0	1	1	0	0	4	2	2	0	0	1	1	2	1	0	1	4	1	2	1
Arctic_Cluster_1161	3	1	1	0	0	1	1	0	1	1	2	0	0	0	1	0	0	0	0	0	0	4	2	0	0	2	0	2	1	1	5	1	1	0	0
Arctic_Cluster_1204	1	2	0	0	2	1	1	0	4	0	0	1	0	0	0	0	1	0	0	1	4	1	1	1	4	1	1	1	0	1	0	0	2	0	0
Arctic_Cluster_1262	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	5	2	3	0	2	2	0	2	0	2	3	0	2	1	0
Arctic_Cluster_1315	0	0	1	0	0	2	1	0	2	0	0	0	0	3	0	0	1	0	0	4	2	2	3	0	1	2	0	3	0	0	1	1	1	1	0
Arctic_Cluster_1456	3	0	0	1	1	0	1	0	2	0	1	1	0	1	0	0	0	1	1	0	2	6	1	1	1	2	0	1	2	1	0	0	1	0	0
Arctic_Cluster_1478	1	1	0	0	1	1	0	0	3	0	0	0	0	1	0	0	0	2	1	0	0	4	2	0	1	1	0	4	3	1	2	0	2	0	0
Arctic_Cluster_2039	0	1	0	0	0	0	1	0	2	0	0	0	0	3	0	1	0	1	0	2	0	2	3	1	1	3	2	1	1	1	0	4	0	1	0
Arctic_Cluster_2041	7	1	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	2	1	6	0	2	2	0	0	2	0	1	1	0	0	0	2	0	0
Arctic_Cluster_31	0	0	0	1	1	2	2	0	2	0	3	0	0	0	0	2	1	1	0	0	2	2	3	0	0	1	0	3	1	1	1	1	0	0	0
Arctic_Cluster_43	0	1	0	0	1	1	1	0	1	0	1	0	0	1	0	0	1	1	0	2	1	3	3	0	0	1	0	4	3	0	2	2	0	0	0
Arctic_Cluster_184	0	0	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	9	6	1	0	0	0	0	3	2	0	3	1	0	0	0
Arctic_Cluster_447	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	1	0	0	3	0	5	6	0	0	2	0	0	4	0	0	3	1	0	0
Arctic_Cluster_727	2	0	0	0	0	1	1	0	3	0	0	0	0	0	0	1	1	0	0	0	3	3	4	0	2	3	1	1	1	0	0	0	2	0	1
Arctic_Cluster_806	3	1	0	1	0	0	0	0	1	0	1	0	0	3	0	1	1	0	0	3	1	0	1	0	1	4	0	2	1	0	2	2	0	0	1
Arctic_Cluster_828	3	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	0	3	0	1	2	1	0	0	0	3	1	1	0	7	0	3	0
Arctic_Cluster_926	0	1	0	0	1	0	0	0	2	1	0	0	0	2	0	0	0	2	0	0	3	2	3	0	1	1	0	3	1	1	2	1	2	0	1
Arctic_Cluster_1045	0	0	0	0	3	1	3	0	3	0	1	0	0	2	2	0	2	0	0	0	2	1	3	0	1	1	0	2	0	1	1	1	0	0	0
Arctic_Cluster_1183	0	2	1	0	0	0	0	0	7	0	0	0	0	1	1	1	0	0	0	1	2	2	1	0	4	0	0	3	3	1	0	0	0	0	0
Arctic_Cluster_1215	2	0	0	0	0	1	0	0	1	0	6	0	1	0	0	0	0	0	0	1	3	1	4	0	0	2	0	3	2	1	2	0	0	0	0
Arctic_Cluster_1316	1	0	0	1	0	1	1	0	3	0	0	0	1	0	1	0	0	0	4	0	1	4	1	0	3	1	0	3	1	0	0	1	1	1	0
Arctic_Cluster_1319	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	2	1	2	1	3	1	0	3	2	0	1	2	2	0	3	0	0	1
Arctic_Cluster_1333	1	0	0	0	0	3	0	0	3	0	1	1	0	0	0	0	0	1	0	1	1	3	1	1	1	1	0	1	6	1	0	2	1	0	0
Arctic_Cluster_1401	3	3	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	1	2	0	1	1	0	0	2	0	1	2	3	4	3	0	0	0
Arctic_Cluster_2046	2	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	2	0	1	0	1	3	0	0	5	1	3	0	0	1	4	0	2	0
Arctic_Cluster_2066	2	1	0	0	0	1	0	0	5	0	2	1	0	0	0	0	0	0	0	2	2	0	2	0	1	1	1	1	2	1	1	1	1	1	1
Arctic_Cluster_2103	2	0	0	0	0	4	1	0	3	0	0	0	0	2	0	2	1	1	0	2	0	0	0	0	6	0	0	0	0	0	2	1	3	0	0
Flavo_Cluster_606	334	148	18	83	68	202	235	8	1044	21	156	2	21	473	99	47	87	166	194	515	123	318	139	51	68	153	64	432	280	247	197	246	290	110	152
Flavo_Cluster_2847	77	45	2	37	54	41	41	2	204	4	126	4	5	104	44	14	33	49	57	175	102	124	179	58	121	139	30	155	163	249	222	173	121	76	72
Flavo_Cluster_2849	34	27	1	15	23	15	27	3	121	2	79	2	2	48	23	10	14	29	41	77	61	86	122	39	52	82	14	88	101	138	112	114	99	65	34
Flavo_Cluster_18	65	28	1	13	36	44	23	1	116	2	49	1	1	91	36	27	28	46	39	73	90	170	84	19	103	53	39	104	43	52	109	110	40	10	33
Flavo_Cluster_2850	31	19	3	10	26	18	38	2	101	1	73	4	4	58	23	11	14	24	31	66	53	75	113	48	53	84	8	88	120	92	92	107	81	74	40
Flavo_Cluster_66	111	96	0	28	45	28	54	3	126	1	47	0	2	47	22	6	12	21	12	92	18	39	28	14	12	16	9	46	21	43	41	33	25	35	14
Flavo_Cluster_1026	41	29	5	25	24	19	37	5	118	2	51	3	5	47	33	10	11	21	7	83	31	54	42	20	28	21	3	48	28	50	31	29	38	27	16
Flavo_Cluster_1434	15	21	1	14	10	12	25	2	68	2	30	1	1	23	6	3	10	12	6	48	22	31	20	11	10	9	6	35	24	27	24	16	24	10	8
Flavo_Cluster_1015	14	13	1	12	9	18	13	3	42	1	18	1	0	8	9	1	3	12	1	46	17	32	19	11	13	27	8	34	23	29	22	49	20	22	8
Flavo_Cluster_567	30	16	2	7	16	20	16	2	70	0	20	0	2	24	16	3	5	15	10	30	12	15	18	8	15	14	6	18	18	21	29	24	9	5	5
Flavo_Cluster_2848	6	1	2	1	3	3	2	0	15	0	9	0	1	7	3	2	3	7	2	29	18	13	36	11	17	23	4	36	21	46	49	41	26	20	15
Flavo_Cluster_1344	15	12	0	20	8	18	11	1	44	1	9	1	0	12	22	4	3	5	0	42	21	17	15	17	19	7	5	17	10	23	9	20	12	15	7
Flavo_Cluster_2963	8	7	0	1	11	6	11	0	20	2	16	1	0	15	3	4	5	7	6	15	17	17	32	4	24	13	6	25	17	29	43	25	23	7	12
Flavo_Cluster_1458	11	13	1	11	14	2	5	0	32	1	26	1	0	9	13	2	1	5	4	25	17	26	15	8	18	6	0	5	7	31	13	13	9	7	8
Flavo_Cluster_2860	9	3	1	1	5	5	7	0	22	1	3	1	1	18	10	4	7	8	7	8	13	19	24	4	25	4	2	22	16	15	26	24	19	2	15
Flavo_Cluster_855	2	1	0	40	1	1	1	3	5	0	10	0	0	5	23	0	0	0	0	132	8	3	3	27	1	1	1	2	5	33	1	2	3	23	3
Flavo_Cluster_2858	7	1	0	1	7	3	3	0	19	0	23	1	3	7	4	5	4	5	4	12	13	16	16	2	14	12	3	15	19	20	15	27	24	6	13
Flavo_Cluster_2968	1	3	1	0	5	1	0	0	19	0	5	0	1	2	5	4	0	2	1	15	8	10	33	7	14	16	3	20	20	34	29	20	13	5	10
Flavo_Cluster_1265	28	15	1	7	8	8	6	1	35	0	13	1	0	21	12	0	4	8	9	21	9	12	9	4	4	3	2	10	3	16	6	5	9	8	6
Flavo_Cluster_568	11	8	1	3	5	6	12	1	29	2	24	2	1	8	9	3	4	8	4	26	11	9	6	12	4	9	1	13	4	13	18	8	8	3	8
Flavo_Cluster_1345	13	14	0	20	6	3	6	0	24	1	19	0	0	14	7	0	3	4	4	27	10	9	6	13	7	4	2	4	5	24	9	6	8	9	5
Flavo_Cluster_180	9	3	2	2	3	8	10	0	39	0	18	1	0	11	2	2	11	8	2	21	4	16	5	2	7	9	5	23	4	9	10	14	12	5	6
Flavo_Cluster_2650	5	12	0	11	4	13	14	0	21	0	6	0	1	6	9	5	2	10	1	22	12	12	17	8	9	6	4	5	7	11	19	16	3	8	2
Flavo_Cluster_2851	4	1	0	1	5	0	4	1	13	0	9	0	0	10	2	1	4	2	3	14	18	13	30	5	11	7	3	16	18	23	15	16	17	3	4
Flavo_Cluster_2128	4	14	1	7	4	10	16	0	31	0	2	0	0	9	3	0	3	1	4	15	10	16	17	4	4	7	3	16	16	7	15	15	9	4	3
Flavo_Cluster_172	12	9	1	1	8	10	13	0	34	0	8	0	0	14	3	3	2	9	2	26	6	7	10	1	8	5	4	10	3	13	4	7	10	6	3
Flavo_Cluster_2651	11	4	0	6	2	5	11	0	24	1	9	1	0	16	7	3	5	7	7	19	5	12	8	6	4	6	0	16	6	5	11	13	14	3	5
Flavo_Cluster_1459	6	7	1	11	2	2	6	1	17	1	15	3	0	5	4	1	0	1	2	11	11	21	10	7	7	5	2	5	6	20	3	9	1	4	6
Flavo_Cluster_1426	12	6	1	1	4	4	3	0	21	0	4	0	0	4	4	2	2	7	4	23	4	18	10	1	8	5	0	14	3	4	5	11	16	3	4
Flavo_Cluster_830	6	5	0	8	3	4	7	0	34	0	7	0	0	13	2	2	2	3	2	5	9	14	12	1	7	5	0	10	10	4	5	7	3	4	3
Flavo_Cluster_50	8	2	0	9	3	5	6	1	20	0	12	0	0	3	6	2	2	3	1	31	4	10	5	8	3	3	0	10	6	12	3	5	4	7	1
Flavo_Cluster_670	4	7	0	10	3	4	2	1	13	0	15	0	1	3	7	2	1	3	0	19	18	11	12	6	12	3	0	5	5	12	3	4	8	0	1
Flavo_Cluster_1467	1	4	1	13	1	1	0	2	7	0	5	0	0	2	11	1	0	1	3	50	5	3	4	19	2	1	1	3	4	24	4	6	3	4	1
Flavo_Cluster_89	6	5	0	4	3	6	11	0	30	1	7	1	0	9	1	1	1	4	0	12	5	10	6	4	6	1	0	13	6	6	8	7	4	1	4
Flavo_Cluster_905	7	4	0	7	3	3	5	0	10	0	6	0	0	7	8	1	4	1	1	15	9	6	7	8	7	4	1	6	4	10	13	13	4	4	2
Flavo_Cluster_1004	2	3	0	13	3	4	4	2	9	1	6	0	0	1	15	0	0	0	2	48	4	9	4	10	1	2	1	2	1	18	3	4	0	3	3
Flavo_Cluster_1452	4	5	1	19	5	2	1	1	18	0	9	0	0	9	4	0	0	3	1	15	1	12	7	3	4	4	0	6	2	16	4	7	3	1	1
Flavo_Cluster_599	3	4	0	12	3	0	2	0	17	1	9	0	0	4	8	2	2	1	1	10	8	5	4	5	6	4	3	1	3	15	9	10	4	6	2
Flavo_Cluster_2840	2	5	0	0	4	3	6	0	10	0	7	0	1	3	3	2	0	3	3	8	10	12	9	2	11	5	0	4	2	12	10	14	9	1	3
Flavo_Cluster_2838	3	3	0	0	6	0	4	0	12	0	7	2	0	10	5	6	2	3	6	3	3	5	8	1	10	3	0	7	6	4	3	14	14	6	5
Flavo_Cluster_1457	6	3	0	7	6	4	3	0	20	0	8	0	0	12	7	5	0	6	1	2	3	5	10	2	9	3	0	0	1	16	9	3	2	0	3
Flavo_Cluster_543	8	2	0	5	7	0	6	0	22	2	11	1	0	6	6	2	3	7	2	14	1	3	4	5	6	3	0	3	3	6	3	3	3	1	1
Flavo_Cluster_908	1	7	0	6	5	2	4	0	17	1	2	0	0	4	5	0	0	3	3	20	6	10	9	1	6	3	0	4	3	13	4	5	2	1	0
Flavo_Cluster_5	6	6	0	1	2	2	5	0	25	0	1	2	0	8	3	1	0	1	0	15	3	11	7	2	5	4	1	3	1	12	1	5	5	2	3
Flavo_Cluster_2846	2	3	1	1	4	3	3	0	9	1	7	0	0	1	6	0	1	3	4	3	6	4	11	1	4	6	4	9	5	6	15	11	4	1	2
Flavo_Cluster_383	4	4	0	4	2	1	1	0	9	0	10	0	0	9	6	3	2	2	0	6	6	9	1	2	13	3	2	0	3	4	14	8	3	0	2
Flavo_Cluster_620	5	4	0	8	5	5	4	0	12	0	6	0	0	3	1	0	0	2	3	8	7	6	4	5	9	2	1	5	2	8	3	7	2	1	3
Flavo_Cluster_94	8	3	0	7	1	3	6	0	15	0	4	1	0	7	2	3	0	2	2	11	6	2	6	1	4	2	0	11	1	4	3	3	8	3	1
Flavo_Cluster_1065	5	4	0	4	8	4	4	0	9	0	5	1	0	10	7	1	1	4	3	10	3	1	2	3	1	1	2	1	4	8	6	7	5	4	2
Flavo_Cluster_572	10	5	0	7	1	5	3	0	10	0	5	0	0	5	0	0	0	1	1	12	9	4	4	4	11	1	1	3	2	14	2	1	3	2	3
Flavo_Cluster_1062	4	8	0	4	2	8	15	0	46	0	0	0	0	9	4	0	1	0	1	4	2	4	1	0	1	0	0	3	1	3	1	0	1	0	1
Flavo_Cluster_688	3	1	0	7	1	6	5	0	19	0	2	0	0	10	1	1	1	3	2	3	4	8	6	3	2	2	0	2	6	6	4	4	5	1	4
Flavo_Cluster_829	3	6	0	1	3	2	8	0	14	1	7	0	0	4	0	2	1	4	0	1	5	12	8	0	7	1	1	7	1	2	5	3	5	0	4
Flavo_Cluster_57	8	4	0	2	1	9	6	2	20	0	2	1	0	4	3	1	1	5	1	5	4	6	6	2	2	5	0	3	2	2	1	2	1	3	1
Flavo_Cluster_1315	14	27	0	6	5	5	9	0	18	0	2	1	0	5	1	0	0	4	1	3	0	2	1	1	0	0	0	0	0	3	0	1	2	3	0
Flavo_Cluster_2954	1	0	0	1	0	1	0	0	3	0	0	0	0	2	0	0	1	1	1	3	4	3	9	1	9	6	0	12	6	17	15	6	9	0	3
Flavo_Cluster_2855	3	3	1	0	3	2	0	0	11	0	10	0	0	6	0	1	1	3	5	3	7	8	7	3	2	6	0	6	6	1	1	2	7	2	3
Flavo_Cluster_64	5	3	0	3	1	2	2	1	16	0	2	0	0	8	2	1	0	1	3	7	7	3	1	1	5	1	0	7	2	10	6	4	3	1	4
Flavo_Cluster_2844	8	1	0	1	1	1	2	0	11	1	11	0	0	10	3	2	0	5	1	2	4	4	8	0	3	6	1	4	5	2	2	3	4	0	6
Flavo_Cluster_3145	2	4	0	5	1	3	4	0	7	0	6	1	0	7	7	0	2	2	0	10	5	14	6	1	0	2	1	2	2	7	1	2	5	2	1
Flavo_Cluster_594	2	2	0	6	3	1	4	0	11	0	4	0	0	4	4	0	0	1	3	10	5	2	4	3	3	2	2	2	1	14	7	7	1	1	1
Flavo_Cluster_596	7	3	0	4	2	2	2	0	11	0	12	0	0	1	4	2	3	1	0	4	12	8	5	3	2	0	1	1	0	11	3	1	4	0	0
Flavo_Cluster_668	4	0	0	6	0	1	2	0	3	0	4	0	0	2	12	0	1	0	1	14	9	4	1	9	4	3	3	3	3	9	2	4	2	1	2
Flavo_Cluster_1804	3	2	0	0	3	1	3	0	3	0	5	0	0	7	2	0	0	1	2	11	5	3	10	1	1	1	1	7	7	5	7	6	2	2	7
Flavo_Cluster_100	4	2	0	0	2	4	5	1	11	1	4	0	0	11	3	2	0	4	2	5	2	7	2	2	3	1	1	7	3	0	6	2	8	1	1
Flavo_Cluster_193	1	5	0	2	2	1	4	0	15	0	4	0	0	2	1	1	0	2	0	5	8	5	6	2	7	1	0	6	2	4	11	7	3	0	0
Flavo_Cluster_273	4	8	1	1	0	2	4	0	18	0	4	0	0	7	2	0	0	1	2	7	5	5	1	2	2	1	1	4	4	4	2	5	9	0	1
Flavo_Cluster_1307	4	3	0	3	2	6	5	0	16	0	4	0	0	4	1	0	4	2	0	2	4	4	6	0	2	1	3	11	3	1	4	8	4	0	0
Flavo_Cluster_2957	1	1	0	2	1	1	0	0	10	0	2	1	0	2	2	2	4	0	3	6	7	5	7	2	10	1	1	4	3	4	5	9	6	2	0
Flavo_Cluster_81	0	0	0	3	1	0	1	2	5	0	3	0	0	3	6	3	1	3	1	16	4	8	6	2	2	3	2	10	4	4	4	5	1	0	0
Flavo_Cluster_1408	4	1	1	1	1	1	2	0	21	1	4	0	0	7	0	0	0	0	1	13	2	5	4	5	0	4	0	4	7	1	1	2	3	5	0
Flavo_Cluster_1455	2	1	0	8	6	0	0	2	9	0	7	0	0	2	4	2	0	1	0	10	4	5	5	2	4	1	3	6	2	7	3	2	1	1	0
Flavo_Cluster_2314	2	3	1	0	4	0	1	0	12	1	3	0	0	4	2	1	1	0	1	2	4	7	6	2	12	4	1	7	1	3	9	1	3	1	1
Flavo_Cluster_2964	2	2	0	0	0	1	0	0	5	0	5	1	0	3	0	2	0	3	4	1	7	4	7	2	8	4	0	5	3	9	8	8	4	1	1
Flavo_Cluster_42	2	8	0	2	3	2	2	1	10	0	3	0	0	4	3	4	3	1	4	3	7	8	1	1	6	3	0	1	2	4	4	2	3	0	2
Flavo_Cluster_153	2	1	0	6	1	2	1	0	17	0	2	2	0	5	4	0	1	0	2	11	5	3	2	2	3	3	1	1	1	6	3	5	4	2	0
Flavo_Cluster_513	3	4	0	4	1	2	2	1	13	0	5	1	1	1	5	1	0	2	0	5	2	5	9	3	2	1	1	3	3	2	6	5	0	3	2
Flavo_Cluster_24	4	2	0	2	0	4	6	1	14	0	4	0	0	5	3	0	5	2	3	5	2	4	1	1	2	3	1	3	0	3	5	3	3	4	1
Flavo_Cluster_435	1	4	0	4	0	3	1	1	8	1	1	0	0	1	5	1	0	1	0	20	3	2	4	5	1	0	1	3	0	10	3	2	6	2	0
Flavo_Cluster_309	6	0	1	2	0	1	3	1	15	0	1	0	0	6	1	2	1	2	0	2	3	7	2	1	3	3	0	8	3	5	3	2	2	2	4
Flavo_Cluster_3080	4	0	1	0	0	4	7	1	17	0	0	0	1	7	0	0	0	5	5	8	4	2	2	0	1	2	2	4	1	0	1	6	4	1	2
Flavo_Cluster_943	4	3	2	3	2	2	5	0	17	1	4	0	0	3	1	1	2	1	3	2	4	3	5	0	2	0	0	3	3	7	5	0	2	1	0
Flavo_Cluster_1099	1	1	0	2	2	1	1	0	9	0	5	1	1	5	1	0	3	4	0	7	7	5	3	2	0	0	2	6	0	5	2	5	5	0	3
Flavo_Cluster_1346	4	3	0	3	3	6	6	0	7	0	2	0	0	7	1	1	0	1	3	2	8	2	3	2	8	0	2	1	3	1	3	5	0	0	2
Flavo_Cluster_895	2	6	0	4	2	2	4	0	11	1	3	0	0	2	2	0	2	0	4	3	0	5	6	0	4	2	0	6	1	4	4	2	4	1	1
Flavo_Cluster_1364	4	0	0	8	2	3	4	0	16	0	3	2	0	3	0	1	1	2	1	0	3	4	1	0	4	2	1	2	0	3	3	8	5	2	0
Flavo_Cluster_14	1	1	1	0	1	2	2	0	11	0	4	3	0	3	2	0	0	0	1	11	6	5	3	2	4	1	1	8	0	1	2	6	3	1	1
Flavo_Cluster_929	2	1	0	6	0	0	1	3	4	0	9	1	0	5	2	1	1	2	0	4	6	4	4	1	10	1	0	3	0	6	1	5	3	0	1
Flavo_Cluster_2821	1	0	0	1	1	1	0	1	3	0	2	1	0	3	0	2	1	3	0	3	6	6	15	2	10	0	0	2	2	3	4	6	5	1	2
Flavo_Cluster_597	10	3	0	8	2	1	1	0	2	1	6	1	0	5	2	2	1	1	1	4	5	5	3	1	1	0	0	0	3	8	2	1	3	2	1
Flavo_Cluster_658	1	2	0	5	2	1	3	0	7	0	2	2	0	2	2	0	0	2	3	10	4	6	5	3	1	0	1	1	1	7	4	3	4	1	1
Flavo_Cluster_2839	4	0	0	0	3	0	3	0	3	0	4	0	0	4	1	0	0	2	3	5	1	10	6	4	3	2	2	4	5	2	5	2	3	1	4
Flavo_Cluster_2837	2	2	0	1	3	1	1	0	5	0	5	0	0	9	2	0	0	0	2	3	4	3	6	0	2	3	0	3	2	2	6	4	6	1	7
Flavo_Cluster_301	3	1	0	2	0	2	5	0	9	0	5	0	0	3	0	0	0	0	0	7	2	5	4	0	3	4	1	6	1	2	5	3	5	2	4
Flavo_Cluster_1047	2	4	0	3	0	1	3	0	8	0	3	1	0	7	1	1	1	1	0	11	1	6	2	4	2	2	2	1	2	5	2	5	2	1	0
Flavo_Cluster_405	4	7	0	2	1	1	1	0	9	0	2	0	0	4	3	0	0	3	0	5	4	6	3	5	4	2	0	2	4	2	0	5	2	2	0
Flavo_Cluster_1086	5	2	0	1	1	4	3	0	11	0	3	0	0	5	1	0	0	1	4	8	2	7	1	4	0	0	0	3	3	2	1	2	5	1	2
Flavo_Cluster_86	2	3	0	3	2	3	3	0	7	0	3	0	0	2	1	2	2	0	1	6	3	3	4	3	4	3	0	2	1	5	3	5	3	1	0
Flavo_Cluster_2853	5	0	0	1	2	0	2	1	6	0	2	2	0	3	1	0	0	1	2	4	1	4	4	2	4	3	1	3	2	4	5	5	3	3	4
Flavo_Cluster_2843	3	0	0	2	1	0	0	0	2	0	5	0	0	2	1	1	0	2	0	1	4	9	10	0	7	0	1	3	4	2	2	9	5	1	2
Flavo_Cluster_43	0	2	0	4	0	1	2	0	17	0	4	0	0	5	1	3	2	3	0	2	4	2	1	0	1	0	1	3	1	5	1	7	2	1	3
